Duns,BusinessName,DbaName,City,State,Phone,CompanyEmail,WebSite,LastVerified,ExpirationDate,Address,County,Zip,ZipSuffix,BusinessType,YearEstablished,CageCode,PurchaseCard,SDVOSB,WOSB,MOSB,Sb8A,HubZone,Employees,VeteranEmployees,OperatingLocations,AnnualRevenue,LargestContract,BondingLevel,Aggregate,FaxNumber,Naics,Fsc,Psc,GeographicalServiceArea,CommercialContracts,DodContracts,FSS,LastModified,MentorProtege,JointVenture
831156885,Fulcrum Vets LLC,,Hanover,PA,4432579443,gene.walker@fulcrumvets.com,www.fulcrumvets.com,11/20/2015 12:00:00 AM,11/20/2017 12:00:00 AM,1 Center Square<br>Suite 208,York,17331,3009,Limited Liability Company (LLC),2009.0,5KL24,No,Yes,No,No,No,No,27.0,,2.0,,,,,8663984866,"518210, 541511, 541512, 541513, 541519, 541611, 541612, 541618, 561110, 561320, 611420",,,"MD, PA",No,No,No,6/13/2016 7:26:07 AM,No,No
079941242,Fulfill IQ LLC,,Pierre,SD,3185103605,jmarlow@fulfilliq.com,www.fulfilliq.com,8/2/2016 12:00:00 AM,8/2/2018 12:00:00 AM,1300 N. Harrison<br>Ste. 102,Hughes,57501,,Limited Liability Company (LLC),2015.0,7FSC5,Yes,No,No,No,No,No,1.0,,1.0,,,,,3185103605,"519190, 541611, 541613, 541910, 561110, 561311, 561410, 611430, 611710",,,"AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY",No,Yes,No,8/2/2016 12:52:58 PM,No,No
809646602,"FULL CIRCLE PROPERTY MANAGEMENT, INC.",,Cottage Grove,OR,5419420811,fullcirclepm@Q.com,,1/5/2015 12:00:00 AM,1/5/2017 12:00:00 AM,2750 Hillside Dr.,Lane,97424,2835,Sub Chapter S Corporation (Inc. or Ltd.),2008.0,50DJ8,No,Yes,No,No,No,No,22.0,,1.0,,,,,5419420771,"561720, 561730, 561790",,,"AZ, OR, UT, WA",No,No,No,9/8/2016 1:56:29 PM,No,No
080273124,Full Sky Enterprises LLC,,New Richmond,OH,5132841767,zac@fullskyent.com,www.fullskyent.com,7/18/2016 12:00:00 AM,7/18/2018 12:00:00 AM,1484 Indian Ridge Trail,Clermont,45157,,Limited Liability Company (LLC),2016.0,,No,Yes,No,No,No,No,1.0,,1.0,,,,,5132841767,"518210, 541511, 541512, 541513, 541519",,,XX,No,No,No,7/25/2016 6:56:57 PM,No,No
080111213,Full Spectrum Executive Transport LLC,,Pittsburgh,PA,4127480095,tdonnelly@fsetluxrides.com,www.fsetluxrides.com,3/21/2016 12:00:00 AM,3/21/2018 12:00:00 AM,144 Aberdeen Dr.,Allegheny,15237,,Limited Liability Company (LLC),2015.0,,No,Yes,No,No,No,No,2.0,,1.0,,,,,4123453752,"485320, 541690, 561612, 561621, 611519","2310, 2350","R419, R421, R602, U008, U099",PA,No,No,No,3/21/2016 10:35:27 AM,No,No
080209510,Full Spectrum Strategic Services LLC,,Orlando,FL,4075384199,jim@fullspectrumss.com,fullspectrumss.com,5/6/2016 12:00:00 AM,5/6/2018 12:00:00 AM,4301 Chuluota Rd,Orange,32820,,Limited Liability Company (LLC),2016.0,,No,Yes,No,Yes,Yes,No,2.0,,1.0,,,,,,"425120, 611430, 611519",,,FL,No,No,No,5/6/2016 2:37:02 PM,No,No
838135622,Future Age Enterprises ,Ace Realty,Palmdale,CA,6612656513,cedricage@ace4homes.com,www.ace4homes.com,8/18/2015 12:00:00 AM,8/18/2017 12:00:00 AM,520 W Palmdale Blvd. Ste J,Los Angeles,93551,,C Corporation (Inc. or Ltd.),2002.0,,No,No,No,No,No,No,7.0,,2.0,,,,,6612659945,531210,,,CA,No,No,No,2/9/2016 2:13:23 PM,No,No
801430401,"Future CIS, Corp.",,Woodbridge,VA,8449003247,support@FutureCIS.com,www.FutureCIS.com,5/3/2016 12:00:00 AM,5/3/2018 12:00:00 AM,2352 Battery Hill Circle,Prince William,22191,6397,Sub Chapter S Corporation (Inc. or Ltd.),2008.0,56TA0,No,Yes,No,No,No,No,5.0,,1.0,,,,,8449003247,"518210, 519190, 541511, 541512, 541513, 541519, 611420, 811212","7020, 7021, 7022",,"DC, MD, VA",No,No,No,5/3/2016 12:22:46 PM,No,No
607094208,FUTURE TECHNOLOGIES CONSULTING GROUP INC,,MARIETTA,GA,7705656888,info@futuretech.com,futuretech.com,9/8/2016 12:00:00 AM,9/8/2018 12:00:00 AM,847 CHESTNUT LAKE DR,Cobb,30068,4215,C Corporation (Inc. or Ltd.),1991.0,43FX4,Yes,No,No,No,No,No,3.0,,1.0,,,,,7709715601,"238210, 334111, 334112, 334210, 334220, 334290, 334310, 423430, 511140, 511210, 517110, 517210, 517410, 517919, 518210, 541511, 541512, 541513, 541519, 541611, 541690, 541990, 561621, 561990, 811212, 811213, 811219","5805, 5810, 5815, 5820, 5821, 5825, 5826, 5830, 5831, 5845, 5850, 5895, 5965, 5985, 6940","D302, D304, D306, D316, R408, R413, R499",GA,No,Yes,Yes,9/8/2016 11:30:54 AM,No,No
012072585,FYI Technology Consulting LLC,,Cleveland,OH,2163954984,fyi.tech.atl@gmail.com,http://www.clevelandfyitech.webstarts.com/index.html,2/19/2015 1:47:08 PM,2/19/2017 1:47:08 PM,"11470 Euclid Avenue, Suite 328",Cuyahoga,44106,,Limited Liability Company (LLC),2012.0,,No,Yes,No,No,No,No,1.0,,1.0,,,,,2164217026,"541511, 541512, 541513, 541519",,,"GA, OH",No,No,No,2/19/2015 1:47:08 PM,No,No
956066166,"FYI-CSI, LLC",Francis Young International - Consultants in School Improvement,Highland,MI,2488891691,fyi-csi@comcast.net,www.fyi-csi.com,2/24/2016 12:00:00 AM,2/24/2018 12:00:00 AM,740 Scott Drive,Oakland,48356,,Limited Liability Company (LLC),2010.0,6GL82,No,No,No,No,No,No,1.0,,1.0,,,,,2488891691,611710,,,,No,No,No,2/24/2016 10:33:56 AM,No,No
610557899,"G & C FAB-CON, LLC",,FLEMINGTON,NJ,9087820526,jgriffith@gandcfabcon.com,gandcfabcon.com,4/20/2015 12:58:11 PM,4/20/2017 12:58:10 PM,5 Foster Lane<br>Building A,Hunterdon,08822,7226,Limited Liability Company (LLC),2005.0,47GP7,No,Yes,No,No,No,No,41.0,,1.0,,,,,9087820188,"236220, 237310, 237990, 327390",,,XX,No,No,No,4/4/2016 3:26:48 PM,No,No
079191265,G & J LEADING CONSTRUCTION INC,,BRONX,NY,6466000558,gandjleadingc@gmail.com,,12/18/2015 12:00:00 AM,12/18/2017 12:00:00 AM,1738 CROTONA PARK EAST<br>3A,Bronx,10460,,C Corporation (Inc. or Ltd.),2013.0,,No,Yes,No,No,No,No,4.0,,1.0,,,,,,238990,,,NY,No,No,No,12/18/2015 10:38:12 AM,No,No
079966919,G & R Solutions LLC,,Montgomery,AL,3372927320,signaluniversity@gmail.com,,5/27/2016 12:00:00 AM,5/27/2018 12:00:00 AM,"5295 Vaughn Rd., Ste 20",Montgomery,36116,,Limited Liability Company (LLC),2015.0,7GA61,Yes,Yes,No,No,No,No,2.0,,1.0,,,,,,"541430, 541511, 541512, 541513, 541519, 561110",,,AL,No,No,No,5/27/2016 10:58:27 AM,No,No
627230878,G Bichler Enterprises LLC,,Buffalo,NY,7168609890,maxbichler@gmail.com,,8/24/2015 12:00:00 AM,8/24/2017 12:00:00 AM,136 Orchard Dr.,Erie,14223,1037,Limited Liability Company (LLC),2006.0,6WDL1,No,Yes,No,No,No,No,1.0,,1.0,,,,,,"236118, 236210, 236220, 237110, 237120, 237130, 238110, 238120, 238130, 238210, 238220, 238310, 531110, 531120, 531320",,,"AK, AL, AR, AZ, CA, CO, CT, DC, DE, NY, OH, PA, XX",No,No,No,8/24/2015 1:26:45 PM,No,No
079385641,G Cubed Technology INC,,Fredericksburg,VA,5408928721,vgreen@gcubedtechnology.com,www.gcubedtechnology.com,10/30/2015 12:00:00 AM,10/30/2017 12:00:00 AM,1320 Central Park Blvd.<br>Ste. 309,Fredericksburg City,22401,,Sub Chapter S Corporation (Inc. or Ltd.),2014.0,745R7,No,Yes,No,Yes,No,No,4.0,,1.0,,,,,8665493696,"237130, 238210, 518210, 519190, 541511, 541512, 541513, 541519, 541611, 541690, 561210, 611420",,"D306, D311, D399, H310, J070",XX,No,Yes,No,10/30/2015 11:07:28 AM,No,No
078295211,"G Fifty-Three, LLC",,STAFFORD,VA,5408465064,slyeriiigj@aol.com,,7/19/2016 12:00:00 AM,7/19/2018 12:00:00 AM,8 SASSAFRAS LN,Stafford,22554,7871,Limited Liability Company (LLC),2011.0,6L8D2,No,Yes,No,No,No,No,1.0,,1.0,,,,,,"541614, 541618, 541690",,,VA,No,No,No,7/19/2016 1:43:13 PM,No,No
809163368,"G Force, Inc.,",,Washington,DC,2024348475,carlos.gaitani@gf-inc.com,www.gf-inc.com,10/29/2014 12:00:00 AM,10/29/2016 12:00:00 AM,"1200 G Street, NW<br>Suite 800",District Of Columbia,20005,,C Corporation (Inc. or Ltd.),2008.0,4YY50,No,Yes,No,No,No,No,1.0,,2.0,,,,,2024348707,541330,,,XX,No,No,No,6/29/2016 2:18:49 PM,No,No
078730878,"G I Packaging, LLC",Box King,Phoenixville,PA,6109332500,sales@boxking.com,www.boxking.com,6/17/2016 12:00:00 AM,6/17/2018 12:00:00 AM,40 S 2nd Ave,Chester,19460,,Limited Liability Company (LLC),2010.0,,No,No,No,No,No,No,7.0,,1.0,,,,,6109338906,561910,,,XX,No,No,No,6/17/2016 2:35:05 PM,No,No
808046411,G J BERDING SURVEYING INC,,MILFORD,OH,5138315505,berding@berdingsurveying.com,www.berdingsurveying.com,10/29/2014 12:00:00 AM,10/29/2016 12:00:00 AM,741 MAIN ST,Clermont,45150,1723,Sub Chapter S Corporation (Inc. or Ltd.),1991.0,4J2K6,No,Yes,No,No,No,No,13.0,,1.0,,,,,5138316761,"541340, 541370, 541990",,,XX,Yes,No,No,9/14/2016 8:50:25 AM,No,No
078660361,"G N D Maintenance, Inc.",,Jacksonville,FL,9048746369,compliance@gndmaintenance.net,,2/3/2016 12:00:00 AM,2/3/2018 12:00:00 AM,4020 Huntington Forest Blvd,Duval,32257,,Sub Chapter S Corporation (Inc. or Ltd.),2012.0,6WoWo,No,Yes,No,No,No,No,1.0,,1.0,,,,,,"238320, 238990, 541320, 541990",,,FL,No,No,No,2/3/2016 11:15:58 AM,No,No
079981431,G Smiths Land Management,,Pensacola,FL,8502932252,gsmithslandmanagement@gmail.com,,1/6/2016 12:00:00 AM,1/6/2018 12:00:00 AM,11809 Chanticleer Drive,Escambia,32507,,Limited Liability Company (LLC),2015.0,7GK40,No,Yes,No,Yes,No,No,2.0,,1.0,,,,,,"221310, 238310, 238320, 238330, 238350, 238910, 423110, 423120, 423140, 423330, 423390, 423810, 423820, 423830, 423840, 423850, 424110, 424120, 424130, 444110, 444210, 444220, 485113, 485119, 561720, 561730, 812220",,,XX,No,No,No,1/6/2016 8:35:15 AM,No,No
080250026,G Way Solutions INC,,Knoxville,TN,8652400848,info@gwaysolution.com,www.gwaysolutions.com,9/28/2016 12:00:00 AM,9/28/2018 12:00:00 AM,4004 Seahorn Ave,Knox,37914,,Sub Chapter S Corporation (Inc. or Ltd.),2016.0,7MNS2,No,Yes,No,No,No,No,2.0,1.0,1.0,,,,,,541890,,,TN,No,No,No,9/28/2016 9:47:37 AM,No,No
796428964,G&J Commodities & Service Inc,,Montgomery,AL,3343981236,crawford07@earthlink.net,,2/24/2015 2:54:48 PM,2/24/2017 2:54:47 PM,3221 Erinwood Drive,Montgomery,36110,,C Corporation (Inc. or Ltd.),2007.0,4QKD7,No,Yes,No,No,No,No,50.0,,10.0,,,,,3343236100,"221122, 237130, 238160, 238390, 423210, 424130, 561320, 561410, 561421, 561720, 561730, 561790, 722330, 812320",5680,,AL,No,No,No,11/13/2015 2:55:49 PM,No,No
153902796,"G-Men Environmental Services, Inc.",,Ely,MN,2183655587,info@GmenES.com,GmenES.com,9/21/2016 12:00:00 AM,9/21/2018 12:00:00 AM,2041 Hwy 1<br>Box 269 Mailing Address,Saint Louis,55731,,Sub Chapter S Corporation (Inc. or Ltd.),1978.0,,No,No,No,No,No,No,6.0,,2.0,,,,,,562111,,,MN,No,No,No,9/21/2016 12:43:32 PM,No,No
087450524,"G. B. Hastie Fence Co., Inc",,Agawam,MA,4137861254,perimeters@myfairpoint.net,hastiefence.com,7/15/2016 12:00:00 AM,7/15/2018 12:00:00 AM,44 Ramah Circle South,Hampden,01001,,C Corporation (Inc. or Ltd.),1979.0,1JWK8,No,Yes,No,No,No,No,64.0,,3.0,,,,,4137326800,238990,,,"CT, IL, KY, MA, MD, ME, NH, NJ, NY, OH, PA, RI, SC, VA, VT, WV",Yes,No,No,7/21/2016 12:58:20 PM,No,No
113342638,G. E. M. CONSTRUCTORS INC,,MARION,NC,8286523767,todd@gemconstructors.com,www.gemconstructors.com,10/20/2014 12:00:00 AM,10/20/2016 12:00:00 AM,2024 NIX CREEK RD STE A,Mcdowell,28752,9610,C Corporation (Inc. or Ltd.),1982.0,3QLU7,No,Yes,No,No,No,No,33.0,,1.0,,,,,8286524335,"236210, 236220, 237990, 238110, 238120, 238130, 238140, 238150, 238160, 238170, 238190, 238210, 238220, 238290, 238310, 238320, 238330, 238340, 238350, 238390",,,NC,No,No,No,9/13/2016 9:06:02 AM,No,No
948414792,"G. V. AND ASSOCIATES, INC.",,RAMONA,CA,6197529095,loop@gvassociates.com,www.gvassociates.com,4/15/2016 12:00:00 AM,4/15/2018 12:00:00 AM,23540 ORIENTE WAY,San Diego,92065,,Sub Chapter S Corporation (Inc. or Ltd.),1991.0,1XQY5,No,No,No,No,No,No,5.0,,1.0,200000.0,0.0,0.0,0.0,6197529095,"221114, 221115, 334515, 541330, 541490, 541512","6525, 6620, 6625, 6630","AC61, AC62, AC63, AC64, AC94, AG74, AJ44, AJ46, AR14",CA,No,No,No,4/15/2016 9:22:51 AM,No,No
080279908,G.I. Consulting Services,,San Marcos,CA,6197179182,G.I.Consultingvbe@gmail.com,,9/1/2016 12:00:00 AM,9/1/2018 12:00:00 AM,1215 Armorlite Dr<br>123,San Diego,92069,,Sub Chapter S Corporation (Inc. or Ltd.),2015.0,7MY90,No,No,No,Yes,No,No,1.0,,1.0,,,,,,"236115, 236116, 236117, 236118, 236210, 236220, 238190, 238210, 238220, 238310, 238320, 238350, 238990, 484210, 561210, 621399, 621999, 811310",,,XX,No,No,No,9/1/2016 10:20:15 AM,No,No
068369814,G.I. Joe Coffee Company LLC,,Scottsdale,AZ,8556944563,tony.hudson@gijoecoffee.com,www.gijoecoffee.com,2/10/2016 12:00:00 AM,2/10/2018 12:00:00 AM,29921 N Baker Ct,Maricopa,85262,,Limited Liability Company (LLC),2013.0,,No,No,No,Yes,Yes,No,2.0,,1.0,,,,,8556944563,"333241, 424490, 445299, 722330",,,AZ,No,No,No,2/10/2016 10:14:48 AM,No,No
079846561,G.I.G. Contracting LLC,,East Rutherford,NJ,5516552936,gustavo@gigcontracting.com,http://gigcontracting.com/,11/3/2015 12:00:00 AM,11/3/2017 12:00:00 AM,41 Wall Street,Bergen,07073,,Limited Liability Company (LLC),2015.0,7EA30,Yes,Yes,No,Yes,No,No,2.0,,1.0,,,,,2019910409,"236115, 236116, 236118, 236210, 236220, 237990, 238110, 238130, 238140, 238160, 238170, 238190, 238210, 238220, 238290, 238310, 238320, 238330, 238340, 238350, 238390, 238910, 238990",,,"DE, NJ, NY, PA",Yes,No,No,11/3/2015 1:03:45 PM,No,No
043675573,G.I.P. Construction Management Inc,,Miami,FL,3059896452,gipinc@gmail.com,,6/26/2015 12:00:00 AM,6/26/2017 12:00:00 AM,730 NW 107 Ave<br>Suite 214,Miami-dade,33172,3104,Sub Chapter S Corporation (Inc. or Ltd.),1994.0,5DCM0,No,Yes,No,No,No,No,5.0,,1.0,,,,,3055533031,"236115, 236116, 236117, 236118, 236210, 236220, 238110, 238140, 238190, 238350, 238910, 238990, 531312, 531390",,"AD66, Y111, Y119, Y129, Y141, Y162, Y165, Y169","AL, FL, GA, NC, SC",Yes,No,No,6/26/2015 1:37:02 PM,No,No
094855616,"G.L. Bruno Associates, Inc",,Fresno,CA,5594547744,glbruno@glbruno.com,glbruno.com,7/12/2016 12:00:00 AM,7/12/2018 12:00:00 AM,"855 M Street, Suite 1010",Fresno,93721,,C Corporation (Inc. or Ltd.),1978.0,,No,No,No,No,No,No,13.0,,1.0,,,,,5594547748,"236210, 236220, 522292",,"AD63, R413","AZ, CA, CO, ID, NE, NV, UT, WA",Yes,No,No,7/12/2016 8:41:42 AM,No,No
071892281,G.M.P Umbrella Corporation,G.M.P Dumpster Rental &amp; Full Service Junk Removal,Woodbridge,VA,5712399829,gmpumbrellacorp@yahoo.com,gmp-umbrella-corporatiom.com,6/15/2015 12:00:00 AM,6/15/2017 12:00:00 AM,14699 Balsam Street,Prince William,22191,,C Corporation (Inc. or Ltd.),2013.0,,No,Yes,No,No,No,No,3.0,,1.0,,,,,,"562111, 562213",,,VA,No,No,No,7/22/2015 11:47:02 AM,No,No
057402809,G2 Global Solutions LLC,,Haymarket,VA,7037276850,lgalati@g2gs.net,www.g2gs.net,4/22/2015 1:12:20 PM,4/22/2017 1:12:20 PM,15010 Walking Stick Way,Prince William,20169,,Limited Liability Company (LLC),2012.0,6UQ94,No,Yes,Yes,Yes,Yes,No,10.0,,5.0,,,,,8779348713,"541519, 541611, 541612, 541618, 541690, 541990, 561110, 561210, 561320, 561410, 561499, 561612, 561990, 611430, 611699, 611710, 621399, 622110, 624190",,,"AL, NH, PA, TX, VA",Yes,No,No,9/21/2015 1:52:04 PM,No,No
808032481,"G2 Innovative Solutions, Inc. ",G2IS,Fairfax,VA,7032447763,robin.nickerson@g2isinc.com,www.g2isinc.com,7/28/2015 12:00:00 AM,7/28/2017 12:00:00 AM,8280 Willow Oaks Corporate Drive<br>Suite 600,Fairfax,22031,8142,Sub Chapter S Corporation (Inc. or Ltd.),2013.0,4WSH1,No,No,Yes,No,No,No,28.0,3.0,5.0,,,,,,"541330, 541511, 541512, 541513, 541519, 541611, 541618, 541990, 561110, 561210, 611420, 611430",,,"AL, FL, IL, TX, VA",No,No,No,9/7/2016 2:02:35 PM,No,No
073440047,G2MQ Consulting Corp,,Stillwater,MN,6027403051,gemini@g2mq.com,http://www.g2mq.com,2/22/2016 12:00:00 AM,2/22/2018 12:00:00 AM,3123 Millbrook Circle,Washington,55082,3472,Sub Chapter S Corporation (Inc. or Ltd.),2001.0,4ANE2,No,No,Yes,Yes,No,No,8.0,,1.0,,,,,,"541611, 541612, 541690, 541711, 611430",,,"AZ, DC, GA, MN, NC, OH, UT, VA",No,Yes,No,2/25/2016 1:00:32 PM,No,No
127419047,GABCO Construction Inc.,,Aberdeen,MD,4102739122,gary@gabcoconstruction.com,gabcoconstruction.com,7/25/2016 12:00:00 AM,7/25/2018 12:00:00 AM,127 S. Philadelphia Blvd,Harford,21001,,Sub Chapter S Corporation (Inc. or Ltd.),2002.0,4AZB6,No,Yes,No,No,No,No,12.0,,1.0,,,,,4102732436,"221310, 236210, 236220, 237110, 237120, 237130, 237310, 237990, 238110, 238130, 238140, 238150, 238160, 238170, 238190, 238210, 238220, 238290, 238310, 238320, 238330, 238340, 238350, 238390, 325998, 541350, 541690, 561730, 811213","1370, 5865, 6850, 9920",,"DC, DE, HI, LA, MD, PA, TX, VA, WV",No,No,No,7/25/2016 11:03:48 AM,No,No
080084948,"Gaffney Logistics Services, LLC",,Caseyville,IL,3128700261,dgscm06@gmail.com,gaffneylogistics.vpweb.com,5/13/2016 12:00:00 AM,5/13/2018 12:00:00 AM,1004 pebble beach dr,Saint Clair,62232,,Limited Liability Company (LLC),2015.0,7HWR6,No,Yes,No,Yes,No,No,1.0,,50.0,,,,,8773004369,"488510, 541614, 561720, 611430",,,XX,No,No,No,7/6/2016 8:09:04 AM,No,No
131846735,"Galaxie Management, Inc.",Galaxie Defense Marketing Services,San Diego,CA,6192999950,vlawrence@galaxiemgmt.com,www.galaxiemgmt.com,1/20/2015 10:11:34 AM,1/20/2017 10:11:34 AM,5330 Napa St.,San Diego,92110,,Sub Chapter S Corporation (Inc. or Ltd.),1978.0,2X937,Yes,Yes,No,No,No,No,11.0,,2.0,,,,,6192999955,"423830, 423840, 424610, 424690, 442110, 444130, 541512, 541613, 561210","5120, 7110, 8020, 8030, 8040, 8410, 9130, 9150",,XX,No,No,No,8/6/2015 4:26:59 PM,No,No
962157702,"Galaxy Premier Solutions, L.C.",,Ames,IA,5152320613,gfreel@GalaxyPS.com,www.GalaxyPS.com,7/2/2015 12:00:00 AM,7/2/2017 12:00:00 AM,1606 Golden Aspen Drive<br>Suite 107,Story,50010,9221,Limited Liability Company (LLC),2010.0,5ZLC0,No,Yes,No,No,No,No,3.0,,3.0,,,,,,"541511, 541519, 541611",,R408,XX,No,No,No,11/18/2015 12:17:08 PM,No,No
867554407,"GalCal, Inc.",1st Leading Cargo,Romeoville,IL,6306940360,CSDept@1stLeadingcargo.com,,5/31/2016 12:00:00 AM,5/31/2018 12:00:00 AM,1561 W noramntown Rd,Will,60446,,Sub Chapter S Corporation (Inc. or Ltd.),2005.0,,No,No,No,No,No,No,26.0,,1.0,,,,,6305435822,484122,,,,No,No,No,6/27/2016 5:27:40 PM,No,No
961678575,Galen Laboratory Supplies LLC,,Middletown,CT,8607049058,scott.levy@galenlabsupplies.com,http://galenlabsupplies.com,7/22/2016 12:00:00 AM,7/22/2018 12:00:00 AM,366 Pine Street,Middlesex,06457,4140,Limited Liability Company (LLC),2009.0,5WG50,Yes,No,No,No,No,No,1.0,,1.0,,,,,8882606091,"325199, 325414, 334516","6505, 6640, 6810",L066,XX,No,No,No,7/25/2016 11:53:44 AM,No,No
074689351,"Gallant Health and Safety Supplies, LLC",,Louisville,KY,5027133204,gallantsoles@gmail.com,http://gallantsoles.gmail.com,10/16/2015 12:00:00 AM,10/16/2017 12:00:00 AM,8810 Furlong Dr<br>Apt. 7,Jefferson,40242,,Limited Liability Company (LLC),2014.0,7ECK1,No,Yes,Yes,Yes,No,No,2.0,,1.0,,,,,5023840446,"423450, 485991, 611430",,,"IN, KY, OH",No,No,No,10/16/2015 2:14:27 PM,No,No
079411374,Gallrein Consulting Services LLC,,Shelbyville,KY,8507237300,egnavy@yahoo.com,,12/5/2014 12:00:00 AM,12/5/2016 12:00:00 AM,3080 Eminence Pike,Shelby,40065,,Limited Liability Company (LLC),2014.0,,No,Yes,No,No,No,No,1.0,,1.0,,,,,,541611,,,KY,Yes,No,No,8/5/2016 2:28:13 PM,No,No
080189757,Galvan MTS Solutions Inc.,,Valley Center,CA,7603307014,jgalvan@galvanmtss.com,,6/6/2016 12:00:00 AM,6/6/2018 12:00:00 AM,29115 Valley Center Road K,San Diego,92082,,C Corporation (Inc. or Ltd.),2015.0,,No,Yes,No,No,No,No,1.0,,1.0,,,,,,611430,,,"AS, AZ, CA, CO, FL, GA, GU, HI, IL, KY, LA, MA, MI, MN, MO, NC, ND, OH, PR, SC, TN, TX, UT, WA, WI",No,No,No,6/6/2016 6:49:54 AM,No,No
073543037,"Galvin Wire & Cable Solutions, LLC",,AUSTIN,TX,5126534279,spgalvin@outlook.com,,5/12/2016 12:00:00 AM,5/12/2018 12:00:00 AM,4105 Cat Hollow Drive,Austin,78731,,Limited Liability Company (LLC),2014.0,,No,Yes,No,Yes,No,No,1.0,,1.0,,,,,0000000000,"238210, 423430, 541618",,,TX,No,No,No,5/12/2016 12:04:16 PM,No,No
063221774,"GAMBRILLS EQUIPMENT COMPANY, INC. ",,SEVERN,MD,4109693947,GAMBRILLSEQUIPMENT@VERIZON.NET,SAWDOCMD.COM,5/31/2016 12:00:00 AM,5/31/2018 12:00:00 AM,8001 QUARTERFIELD RD,Anne Arundel,21144,,C Corporation (Inc. or Ltd.),1972.0,,No,No,No,No,No,No,5.0,,1.0,,,,,4109693580,"332216, 332311, 332312, 332313, 333111, 333112, 333120, 423810, 423820, 423830, 444210, 811411","2050, 3805, 3895, 5410, 5420, 5440, 5445, 5680, 8115",,MD,No,No,No,6/1/2016 2:48:54 PM,No,No
014223876,"GameGoal Products, Inc.",GameGoal.com,Austin,TX,5127309030,klocon@gamegoal.com,GameGoal.com,11/23/2015 12:00:00 AM,11/23/2017 12:00:00 AM,2407 S. Congress Ave. Suite E595,Travis,78704,,Sub Chapter S Corporation (Inc. or Ltd.),2015.0,,No,Yes,No,No,No,No,1.0,,1.0,0.0,0.0,0.0,0.0,,423920,,,TX,No,No,No,2/24/2016 2:55:07 PM,No,No
968867536,"Gant Global Services (GGS), Inc",GGS,Waldorf,MD,2022716206,hgant@gantglobal.com,www.gantglobal.com,1/21/2015 10:52:49 AM,1/21/2017 10:52:49 AM,8810 Courtney Drive,Charles,20603,,Sub Chapter S Corporation (Inc. or Ltd.),2011.0,6N3F6,No,Yes,No,No,No,No,2.0,,1.0,,,,,2404192494,"524292, 541611, 541612, 541618, 541690, 541990, 561110, 561320, 561410, 561421, 561499, 611430, 621999",,"R408, R497, R499, R699, R799, U001, U099","DC, MD, VA",No,Yes,No,3/25/2015 8:26:48 PM,No,No
079204472,Garcias Janitorial ,,Fresno,CA,5597086775,sage1227@hotmail.com,,9/20/2016 12:00:00 AM,9/20/2018 12:00:00 AM,1551 C street,Fresno,93706,,General Partnership,2014.0,,No,Yes,No,Yes,No,No,2.0,,1.0,,,,,,561720,,,CA,No,No,No,9/20/2016 11:41:31 AM,No,No
829694046,Garden State Realty Group,,Hoboken,NJ,2016533335,robert@gsrg.com,www.GardenStateRealtyGroup.com,10/29/2014 12:00:00 AM,10/29/2016 12:00:00 AM,50 Harrison St Ste 202D,Hudson,07030,,Limited Liability Company (LLC),2007.0,5C3R8,No,No,No,No,No,No,11.0,,1.0,,,,,2016247977,531210,,,NJ,Yes,No,No,6/29/2016 2:58:42 PM,No,No
826405404,GardMin Engineering LLC,,Fort Calhoun,NE,4029960177,greg@gardminengineering.com,www.gardminengineering.com,11/30/2015 12:00:00 AM,11/30/2017 12:00:00 AM,6130 Glen Oaks Drive,Washington,68023,6860,Limited Liability Company (LLC),2008.0,53PU7,No,Yes,No,No,No,No,2.0,,2.0,,,,,4022612761,"238220, 327390, 333415, 333611, 333911, 333912, 334310, 335312, 336112, 337211, 339920, 423210, 423720, 423730, 423740, 423810, 423830, 423840, 541330, 541990","2825, 2835, 4120, 4130, 4310, 4320, 5830, 5831, 5965, 5990, 6105, 6110, 6115, 6125, 6620",,"IA, MT, ND, NE, SD, WY",No,No,No,11/30/2015 3:07:46 PM,No,No
828328778,Gardner Management Consulting LLC,,Pittsburgh,PA,4123371797,gardnert@gardnermgtconsulting.com,www.gardnermgtconsulting.com,7/21/2016 12:00:00 AM,7/21/2018 12:00:00 AM,404 Morrison Drive,Allegheny,15216,1206,Limited Liability Company (LLC),2008.0,577R3,No,Yes,No,No,No,No,1.0,,1.0,,,,,4125637746,"423450, 541512, 541611, 541618, 541690, 561110",,,XX,Yes,No,No,7/21/2016 12:08:34 PM,No,No
802650440,"Gardner Plus Architects, PLLC",,Rochester,NY,5853211210,dgardner@gardnerplus.com,www.gardnerplus.com,6/17/2015 12:00:00 AM,6/17/2017 12:00:00 AM,40 Wildbriar Rd.,Monroe,14623,,Limited Liability Company (LLC),1990.0,3UUY0,No,No,No,No,No,No,13.0,,1.0,,,,,5853211213,"541310, 541330, 541410",,,NY,Yes,No,No,6/17/2015 3:08:00 PM,No,No
